PALABRA_CLAVE;SINONIMOS;GRUPO 1;GRUPO 2;1.1;1.2;1.3;1.4;1.5;2.1;2.2;2.3;3.1;3.2;3.3;3.4;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;6.4;6.5
WIFI;WI FI, WI-FI;ROBOTICA Y PROGRAMACION;;;;;1;1;;;;;;;;;;;;;;;;;;1
ESERO;ESSERO, HESERO;ROBOTICA Y PROGRAMACION;OFIMATICA;;;;;;1;1;1;1;1;;1;1;1;1;1;1;1;1;;1;;1
PROCESSING;PROCESING;ROBOTICA Y PROGRAMACION;SOFTWARE_LIBRE;;;;;;;;;;;;;;;;1;;;;;;;1
GPS;AURASMA;ROBOTICA Y PROGRAMACION;;;;;;;1;1;;1;;;;;;;;;;;;;;1
VNC;;ROBOTICA Y PROGRAMACION;SOFTWARE_LIBRE;;;;;;;;;1;;;;;;;1;;;;;;;1
BLUETOOTH;BLUTOOTH, BLUETUTH, BLUTUTH, BLUTOOHT, BLUETOOHT;ROBOTICA Y PROGRAMACION;;;;;1;;;1;;1;;;;;;;;;1;;;1;;1
ELECTRÓNICA;ELECTRONICA;ROBOTICA Y PROGRAMACION;;;;;1;;;1;;1;;;;;;;;;1;;;1;;1
CONTASOL;;SOFTWARE;;;;;1;;;1;;1;;;;;;;;;1;;;1;;
FACTURASOL;;SOFTWARE;;;;;1;;;1;;1;;;;;;;;;1;;;1;;
NOMINASOL;;SOFTWARE;;;;;1;;;1;;1;;;;;;;;;1;;;1;;1
CONTAPLUS;;SOFTWARE;;;;;1;;;1;;1;;;;;;;;;1;;;1;;1
NOMINAPLUS;;SOFTWARE;;;;;1;;;1;;1;;;;;;;;;1;;;1;;1
FACTURAPLUS;;SOFTWARE;;;;;1;;;1;;1;;;;;;;;;1;;;1;;1
SEFED;;SOFTWARE;;;;;1;;;1;;1;;;;;;;;;1;;;1;;1
TIA PORTAL;TIAPORTAL;SOFTWARE;;;;;1;;;1;;1;;;;;;;;;1;;;1;;
